gene,value
NNT,-0.5082932114601135
NOL3,0.13792681694030762
NOLC1,0.1522083282470703
NOS3,-0.32521286606788635
NOSIP,0.03177942335605621
NOTCH1,0.20595160126686096
NPC1,-0.3060455918312073
NPDC1,-0.26649123430252075
NPEPL1,0.44376468658447266
NPRL2,0.6947256922721863
NR1H2,0.33135831356048584
NR2F6,-0.40769702196121216
NR3C1,-0.47172579169273376
NRAS,0.19727258384227753
NRIP1,0.5508736371994019
NSDHL,0.5692040920257568
NT5DC2,-0.3699132800102234
NUCB2,0.04607325792312622
NUDCD3,0.5258565545082092
NUDT9,-0.026965871453285217
NUP133,0.25425973534584045
NUP62,0.32327115535736084
NUP85,0.11745192110538483
NUP88,-0.09095241129398346
NUP93,0.3638225495815277
NUSAP1,-0.2595228850841522
NVL,-0.4771738648414612
ORC1,0.13694360852241516
OXA1L,-0.12764011323451996
OXCT1,0.8027386665344238
OXSR1,0.4274956285953522
P4HA2,0.2673313021659851
P4HTM,-0.23980486392974854
PACSIN3,1.28090500831604
PAF1,0.7742491960525513
PAFAH1B1,-0.6551064252853394
PAFAH1B3,0.6171902418136597
PAICS,0.07394752651453018
PAK1,-0.2465120404958725
PAK4,-0.33951079845428467
PAK6,-0.1030326783657074
PAN2,-0.38087698817253113
PAPD7,-0.713126003742218
PARP1,-0.5876147747039795
PARP2,0.3983314633369446
PAX8,-0.1482926905155182
PCBD1,0.48161935806274414
PCCB,1.803318977355957
PCK2,0.130061537027359
PCM1,0.36370623111724854
PCMT1,0.31111693382263184
PCNA,0.005643077194690704
PDGFA,0.05513179302215576
PDHX,-0.3915950357913971
PDIA5,0.056241631507873535
PDLIM1,0.9664804935455322
PDS5A,0.17522883415222168
PECR,0.4519209861755371
PEX11A,-0.43377551436424255
PFKL,0.5879321098327637
PGAM1,-0.0028257668018341064
PGM1,-0.24500082433223724
PGRMC1,0.17019608616828918
PHGDH,0.26686108112335205
PHKA1,-0.2591080665588379
PHKB,-0.30989280343055725
PHKG2,-0.12607136368751526
PIGB,-0.20880553126335144
PIH1D1,-0.21046993136405945
PIK3C2B,0.8019921779632568
PIK3C3,-0.5960208177566528
PIK3CA,-0.2213316559791565
PIK3R3,-0.48817262053489685
PIK3R4,0.6680265665054321
PIN1,-0.17818135023117065
PIP4K2B,0.03341536968946457
PKIG,-0.4034876227378845
PLA2G15,-0.012069165706634521
PLA2G4A,0.07508698105812073
PLCB3,-0.17834867537021637
PLEKHJ1,-0.40217727422714233
PLEKHM1,-0.571416437625885
PLK1,0.1607929915189743
PLOD3,0.14317569136619568
PLP2,-0.7929261922836304
PLS1,1.1123602390289307
PLSCR1,-0.21664318442344666
PLSCR3,0.06711778044700623
PMAIP1,-0.4937441349029541
